Índice,Nome,Preço,Área,Localização
198,Apartamento T3 no novo empreendimento Lux Feira - Descubr...,346 000 €,"135,60 m²","Apartamento para comprar: Santa Maria da Feira, Travanca, Sanfins e Espargo, Santa Maria da Feira, Aveiro"
199,"Apartamento T4, para venda , no centro de Ovar",260 000 €,118 m²,"Apartamento para comprar: Ovar, São João, Arada e São Vicente de Pereira Jusã, Ovar, Aveiro"
200,Apartamento Novo T1 em condomínio fechado - São João da Madeira,155 990 €,59 m²,"Apartamento para comprar: S. João da Madeira, São João da Madeira, Aveiro"
201,Apartamento Novo T1 em condomínio fechado - São João da Madeira,153 990 €,59 m²,"Apartamento para comprar: S. João da Madeira, São João da Madeira, Aveiro"
202,"Apartamento T4 Para Venda em São Vitor, Braga",220 000 €,128 m²,"Apartamento para comprar: São Victor, Braga"
203,"T1+1 com suite mobilado com muito gosto em Porches, Algarve",264 900 €,75 m²,"Apartamento para comprar: Porches, Lagoa (Algarve), Faro"
204,Apartamento T3 em Santa Marta do Pinhal,239 000 €,109 m²,"Apartamento para comprar: Corroios, Seixal, Setúbal"
205,Apartamento T1 com lugar de estacionamento e arrecadação em Montenegro,265 000 €,"66,13 m²","Apartamento para comprar: Montenegro, Faro"
206,Apartamento T3 com lugar de estacionamento e arrecadação em Montenegro,395 000 €,"126,48 m²","Apartamento para comprar: Montenegro, Faro"
207,"Duplex T4 em Faro de 156,00 m2",390 000 €,156 m²,"Apartamento para comprar: Almancil, Loulé, Faro"
208,Apartamento T1 com lugar de estacionamento e arrecadação em Montenegro,255 000 €,"66,56 m²","Apartamento para comprar: Montenegro, Faro"
209,"Apartamento T3 em construção, no Empreendimento Real Serenity",347 500 €,"128,90 m²","Apartamento para comprar: Gondomar (São Cosme), Valbom e Jovim, Gondomar, Porto"
210,"Apartamento T2 em construção, no Empreendimento Real Serenity",225 000 €,86 m²,"Apartamento para comprar: Gondomar (São Cosme), Valbom e Jovim, Gondomar, Porto"
211,Apartamento T3 com lugar de estacionamento e arrecadação em Montenegro,385 000 €,"127,35 m²","Apartamento para comprar: Montenegro, Faro"
212,Apartamento T3 com lugar de estacionamento e arrecadação em Montenegro,395 000 €,121 m²,"Apartamento para comprar: Montenegro, Faro"
213,"Apartamento T3 à venda na Urbanização da Bela Vista, Parchal - Lagoa.",340 000 €,106 m²,"Apartamento para comprar: Estômbar e Parchal, Lagoa (Algarve), Faro"
214,"Apartamento T2 contemporâneo, funcional e sofisticado com acabamentos",215 000 €,93 m²,"Apartamento para comprar: Tomar (São João Baptista) e Santa Maria dos Olivais, Tomar, Santarém"
215,Apartamento T3 com garagem e arrecadação,167 500 €,100 m²,"Apartamento para comprar: Tomar (São João Baptista) e Santa Maria dos Olivais, Tomar, Santarém"
216,Ericeira T4 Duplex no centro com vista de mar,895 000 €,164 m²,"Apartamento para comprar: Ericeira, Mafra, Lisboa"
217,Comprar Excelente T3 3Frentes / Centro de Rio Tinto,219 500 €,120 m²,"Apartamento para comprar: Rio Tinto, Gondomar, Porto"
218,T1 no Barreiro / Ótimo investimento,138 000 €,55 m²,"Apartamento para comprar: Alto do Seixalinho, Santo André e Verderena, Barreiro, Setúbal"
219,Apartamento T1 Ajuda,270 000 €,39 m²,"Apartamento para comprar: Ajuda, Lisboa"
220,T2 S. Clara / Panteão com Lugar de estacionamento,790 000 €,"80,45 m²","Apartamento para comprar: São Vicente, Lisboa"
221,Apartamento Novo T2 em condomínio fechado - São João da Madeira,224 990 €,83 m²,"Apartamento para comprar: S. João da Madeira, São João da Madeira, Aveiro"
222,Apartamento Novo T2 em condomínio fechado - São João da Madeira,223 990 €,83 m²,"Apartamento para comprar: S. João da Madeira, São João da Madeira, Aveiro"
223,Apartamento Novo T3+1 em condomínio fechado - São João da Madeira,339 990 €,149 m²,"Apartamento para comprar: S. João da Madeira, São João da Madeira, Aveiro"
224,Apartamento Novo T1 em condomínio fechado - São João da Madeira,176 990 €,59 m²,"Apartamento para comprar: S. João da Madeira, São João da Madeira, Aveiro"
225,Apartamento T2 para venda,205 000 €,104 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
226,"Apartamento T3+1 em construção, no Empreendimento Real Serenity",365 000 €,"158,30 m²","Apartamento para comprar: Gondomar (São Cosme), Valbom e Jovim, Gondomar, Porto"
227,"Apartamento T4 em construção, no Empreendimento Real Serenity I",385 000 €,"159,20 m²","Apartamento para comprar: Gondomar (São Cosme), Valbom e Jovim, Gondomar, Porto"
228,Apartamento 1 quarto à venda em Albufeira e Olhos de Água,320 000 €,58 m²,"Apartamento para comprar: Albufeira e Olhos de Água, Albufeira, Faro"
229,"Apartamento T3 Remodelado na Rua das Janelas Verdes, Estrela",750 000 €,113 m²,"Apartamento para comprar: Estrela, Lisboa"
230,Apartamento T2+1 suite localizado na Urbanização Quinta d...,336 500 €,124 m²,"Apartamento para comprar: Albufeira e Olhos de Água, Albufeira, Faro"
231,Apartamento T5 | Renovado | Castelo do Prado | 3 Frentes | Vista Mar,875 000 €,225 m²,"Apartamento para comprar: Matosinhos e Leça da Palmeira, Matosinhos, Porto"
232,Apartamento T2 em Barcelos,136 000 €,63 m²,"Apartamento para comprar: Arcozelo, Barcelos, Braga"
233,Espaçoso Apartamento T2 em Condomínio Privado com Piscinas e Sauna loc,350 000 €,120 m²,"Apartamento para comprar: Santo António dos Olivais, Coimbra"
234,"Apartamento T3 novo com piscina, terraço e garagem no Montenegro, Faro",420 000 €,124 m²,"Apartamento para comprar: Montenegro, Faro"
235,Apartamento T3 c/ Garagem Dupla,150 000 €,107 m²,"Apartamento para comprar: Tavarede, Figueira da Foz, Coimbra"
236,Oportunidade: Apartamento T2 com garagem a 200 mts da praia da Figueir,197 500 €,67 m²,"Apartamento para comprar: Buarcos e São Julião, Figueira da Foz, Coimbra"
237,Excelente Apartamento T2 em Condomínio Privado com Piscinas em Olhão,280 000 €,"77,40 m²","Apartamento para comprar: Quelfes, Olhão, Faro"
238,Excelente Apartamento T2 em Condomínio Privado com Piscinas em Olhão,260 000 €,"65,99 m²","Apartamento para comprar: Quelfes, Olhão, Faro"
239,"Apartamento T0+1, com terraço, junto ao Metro dos Combatentes, Porto",194 900 €,56 m²,"Apartamento para comprar: Paranhos, Porto"
240,Excelente Apartamento T2 em Condomínio Privado com Piscinas em Olhão,320 000 €,"111,90 m²","Apartamento para comprar: Quelfes, Olhão, Faro"
241,"Apartamento T2 Talaíde, S. Domingos de Rana",299 000 €,97 m²,"Apartamento para comprar: São Domingos de Rana, Cascais, Lisboa"
242,Excelente Apartamento T2 em Condomínio Privado com Piscinas em Olhão,280 000 €,"77,50 m²","Apartamento para comprar: Quelfes, Olhão, Faro"
243,Apartamento T2 novo com piscina e garagem no centro de Faro,434 600 €,"100,28 m²","Apartamento para comprar: Faro (Sé e São Pedro), Faro"
244,O T3 mais exclusivo da Bela Lisboa,435 000 €,118 m²,"Apartamento para comprar: Marvila, Lisboa"
245,Apartamento T3 para venda,187 500 €,148 m²,"Apartamento para comprar: Fornelos, Fafe, Braga"
246,apartamento T5 Novo para venda em Camarate,325 000 €,"141,60 m²","Apartamento para comprar: Camarate, Unhos e Apelação, Loures, Lisboa"
247,Apartamento T2 novo ao Hospital S. João,385 000 €,96 m²,"Apartamento para comprar: Paranhos, Porto"
248,Apartamento T2 com Terraço Privativo e vista Mar.,261 000 €,"91,90 m²","Apartamento para comprar: Moncarapacho e Fuseta, Olhão, Faro"
249,Apartamento T2 | Terraço | Campolide,345 000 €,64 m²,"Apartamento para comprar: Campolide, Lisboa"
250,"Venda de Apartamento T2+1 próximo do mar, na Póvoa de Varzim",235 000 €,97 m²,"Apartamento para comprar: Póvoa de Varzim, Beiriz e Argivai, Povoa de Varzim, Porto"
251,"REF3905 T0 Rua Santo Ildefonso Próx. ao Coliseu do Porto, Cedofeita",140 000 €,25 m²,"Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
252,Apartamento Novo em Fanzeres Gondomar,260 000 €,105 m²,"Apartamento para comprar: Fânzeres e São Pedro da Cova, Gondomar, Porto"
253,Penthouse T4 Edifício Eleven Gaia,910 000 €,157 m²,"Apartamento para comprar: Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto"
254,"Apartamento T2 - São José de Lázaro, Braga",198 000 €,90 m²,"Apartamento para comprar: Braga (São José de São Lázaro e São João do Souto), Braga"
255,"Apartamento T3 à venda na rua Oliveira da Mina, 16",274 000 €,175 m²,"Apartamento para comprar: Batalha, Leiria"
256,Apartamento T1 Novo à Rua Costa Cabral - Paranhos,209 000 €,62 m²,"Apartamento para comprar: Paranhos, Porto"
257,APARTAMENTO T2 COM TERRAÇO E PARQUEAMENTO NA URBANIZAÇAO DA CAVALEIRA,260 000 €,75 m²,"Apartamento para comprar: Algueirão-Mem Martins, Sintra, Lisboa"
258,Apartamento T2 - Rua da Boavista em Braga,189 000 €,107 m²,"Apartamento para comprar: Braga (Maximinos, Sé e Cividade), Braga"
259,Comprar Fabuloso Terraço /T3 com Box 2Carros Rio Tinto,380 000 €,140 m²,"Apartamento para comprar: Rio Tinto, Gondomar, Porto"
260,Apartamento T3 para venda,465 000 €,116 m²,"Apartamento para comprar: Avenidas Novas, Lisboa"
261,"Apartamento T5 na Conchada, junto ao Colégio de S. José (Coimbra) | Re",240 000 €,137 m²,"Apartamento para comprar: Santo António dos Olivais, Coimbra"
262,Apartamento T1 Novo ao Pólo Universitário em Paranhos,230 000 €,"52,70 m²","Apartamento para comprar: Paranhos, Porto"
263,Apartamento T2 com vistas mar,325 000 €,83 m²,"Apartamento para comprar: Póvoa de Varzim, Beiriz e Argivai, Povoa de Varzim, Porto"
264,Apartamento T2 com vistas deslumbrantes para o mar,370 000 €,90 m²,"Apartamento para comprar: Póvoa de Varzim, Beiriz e Argivai, Povoa de Varzim, Porto"
265,"Apartamento T2, no Loreto |Último Andar | Investimento ou Habitação",140 000 €,82 m²,"Apartamento para comprar: Eiras e São Paulo de Frades, Coimbra"
266,Apartamento T2 - Centro histórico Vila do Conde,375 000 €,106 m²,"Apartamento para comprar: Vila do Conde, Porto"
267,Apartamento T1 Novo com terraço - Paranhos,235 010 €,"47,53 m²","Apartamento para comprar: Paranhos, Porto"
268,"Apartamento T2 Duplex em construção, no Edifício Campos Monteiro",320 010 €,"87,60 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
269,Apartamento T2 em Belas,245 000 €,105 m²,"Apartamento para comprar: Queluz e Belas, Sintra, Lisboa"
270,Apartamento T3 | Bairro Norton de Matos,175 000 €,113 m²,"Apartamento para comprar: Santo António dos Olivais, Coimbra"
271,Apartamento espaçoso em zona tranquila,245 000 €,88 m²,"Apartamento para comprar: Queluz e Belas, Sintra, Lisboa"
272,"Apartamento T2 Venda em Canidelo,Vila Nova de Gaia",285 000 €,"76,76 m²","Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
273,T3 | Varandas | Garagem | próximo ao Metro da Campainha | Rio Tinto,199 600 €,105 m²,"Apartamento para comprar: Rio Tinto, Gondomar, Porto"
274,"Apartamento T1 Novo - Paranhos, Porto",225 010 €,60 m²,"Apartamento para comprar: Paranhos, Porto"
275,APARTAMENTO T3 EM ALBERGARIA DOS DOZE,87 000 €,"81,19 m²","Apartamento para comprar: Santiago e São Simão de Litém e Albergaria dos Doze, Pombal, Leiria"
276,Apartamento T2 para venda,290 000 €,"90,56 m²","Apartamento para comprar: São Clemente, Loulé, Faro"
277,Excelente apartamento T2 - Condomínio fechado - Duas frentes - Duas Va,340 000 €,114 m²,"Apartamento para comprar: Agualva e Mira-Sintra, Sintra, Lisboa"
278,Apartamento T1 para venda,233 655 €,"48,41 m²","Apartamento para comprar: Campanhã, Porto"
279,Apartamento T2 para venda,370 230 €,"78,30 m²","Apartamento para comprar: Campanhã, Porto"
280,Apartamento T3 para venda,576 030 €,"120,54 m²","Apartamento para comprar: Campanhã, Porto"
281,Excelente Apartamento T1 na praia de Lavadores,230 000 €,60 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
282,Apartamento T2,135 000 €,"85,72 m²","Apartamento para comprar: Buarcos e São Julião, Figueira da Foz, Coimbra"
283,T2 no Centro de Paio Pires Remodelado,169 500 €,80 m²,"Apartamento para comprar: Seixal, Arrentela e Aldeia de Paio Pires, Seixal, Setúbal"
284,"Apartamento T3, com duas varandas e lugar de garagem duplo.",269 900 €,"117,80 m²","Apartamento para comprar: Moreira, Maia, Porto"
285,Apartamento T3 em SETÚBAL,189 990 €,"88,43 m²","Apartamento para comprar: São Sebastião, Setúbal"
286,Apartamento T2 Canidelo Novo Pronto Habitar Varanda P/ metros Praia,330 000 €,93 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
287,T3 Penthouse c/ Vistas Rio e 3 Lug. Garagem em Canidelo (Douro Marina),1 950 000 €,179 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
288,Vilamoura! Apartamento com Terraço de 20m2 em Condomínio ...,295 000 €,"89,50 m²","Apartamento para comprar: Quarteira, Loulé, Faro"
289,Apartamento T2 zona central de Olhão!,155 000 €,"72,10 m²","Apartamento para comprar: Quelfes, Olhão, Faro"
290,Penthouse T3 com vistas diretas para a praia de Canidelo,1 017 000 €,136 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
291,T1+1 na Maia na Urb. Maninhos a 150metros futura estação metro,187 500 €,80 m²,"Apartamento para comprar: Cidade da Maia, Maia, Porto"
292,Apartamento T2 para venda,185 000 €,89 m²,"Apartamento para comprar: Esmoriz, Ovar, Aveiro"
293,"Apartamento T5 em Matosinhos Sul com Vista Mar, Garagem",875 000 €,225 m²,"Apartamento para comprar: Matosinhos e Leça da Palmeira, Matosinhos, Porto"
294,Apartamento T2 em Arcozelo,188 000 €,"94,60 m²","Apartamento para comprar: Arcozelo, Vila Nova de Gaia, Porto"
295,Apartamento T3 Penthouse c/ Vistas Rio Douro Canidelo - Douro Marina,1 950 000 €,179 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
296,Apartamento T2+1 Renovado c/ Terraço e Box em Arcozelo (1500m Praias),239 000 €,124 m²,"Apartamento para comprar: Arcozelo, Vila Nova de Gaia, Porto"
297,Apartamento T2 Devesas V.N Gaia,330 000 €,95 m²,"Apartamento para comprar: Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto"
298,Apartamentos Novos em Espargo,250 000 €,81 m²,"Apartamento para comprar: Argoncilhe, Santa Maria da Feira, Aveiro"
299,"Apartamento T3 com Suite, 2 Varandas e Box de Garagem, pr...",249 000 €,173 m²,"Apartamento para comprar: Gulpilhares e Valadares, Vila Nova de Gaia, Porto"
300,Apartamento T2 com Lugar de Garagem e Arrumos em Valadare...,175 000 €,85 m²,"Apartamento para comprar: Gulpilhares e Valadares, Vila Nova de Gaia, Porto"
301,"Apartamento T3 com Suite, 1 Varanda, Terraço com Jardim e...",270 000 €,173 m²,"Apartamento para comprar: Gulpilhares e Valadares, Vila Nova de Gaia, Porto"
302,Apartamento T5 em Matosinhos Sul com vista mar,875 000 €,225 m²,"Apartamento para comprar: Matosinhos e Leça da Palmeira, Matosinhos, Porto"
303,Apartamento T3 no centro de Rio Tinto,285 000 €,127 m²,"Apartamento para comprar: Rio Tinto, Gondomar, Porto"
304,Incrível apartamento T1 em Vilamoura,320 000 €,54 m²,"Apartamento para comprar: Quarteira, Loulé, Faro"
305,Apartamento T2 Laranjeiro totalmente remodelado próximo d...,197 500 €,67 m²,"Apartamento para comprar: Laranjeiro e Feijó, Almada, Setúbal"
306,Apartamento T3 na Foz a 100 metros da praia,540 000 €,"104,50 m²","Apartamento para comprar: Aldoar, Foz do Douro e Nevogilde, Porto"
307,T2+1 no Centro de Leça da Palmeira,307 500 €,142 m²,"Apartamento para comprar: Matosinhos e Leça da Palmeira, Matosinhos, Porto"
308,Apartamento T1 inserido em condomínio com piscina e court de ténis em,260 000 €,69 m²,"Apartamento para comprar: Quarteira, Loulé, Faro"
309,Apartamento T3 para venda,545 000 €,114 m²,"Apartamento para comprar: São Domingos de Benfica, Lisboa"
310,T1 remodelado com terraço no centro histórico,310 000 €,57 m²,"Apartamento para comprar: Braga (São José de São Lázaro e São João do Souto), Braga"
311,Apartamento T2 Duplex em Arroios,695 000 €,99 m²,"Apartamento para comprar: Arroios, Lisboa"
312,Apartamento T0 com T1 localizado próximo da Universidade ...,329 000 €,"211,15 m²","Apartamento para comprar: Glória e Vera Cruz, Aveiro"
313,T. 2 Centro da cidade com vistas de mar,190 000 €,85 m²,"Apartamento para comprar: Póvoa de Varzim, Beiriz e Argivai, Povoa de Varzim, Porto"
314,"Apartamento T4 duplex com estacionamento em Vila Nova de Gaia, Porto",665 000 €,"168,41 m²","Apartamento para comprar: Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto"
315,"T3 com varanda e estacionamento em Vila Nova de Gaia, Porto",480 000 €,"128,31 m²","Apartamento para comprar: Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto"
316,"Exelente T1 à beira-mar, na Póvoa de Varzim",207 000 €,56 m²,"Apartamento para comprar: Póvoa de Varzim, Beiriz e Argivai, Povoa de Varzim, Porto"
317,"Apartamento T2 com estacionamento em Vila Nova de Gaia, Porto",310 000 €,"81,42 m²","Apartamento para comprar: Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto"
318,Apartamento T3 com Box junto ao Metro Odivelas,360 000 €,116 m²,"Apartamento para comprar: Póvoa de Santo Adrião e Olival Basto, Odivelas, Lisboa"
319,Apartamento T2 Renovado - Valongo,189 500 €,"86,60 m²","Apartamento para comprar: Valongo, Porto"
320,"Apartamento T2 Venda em Figueiró dos Vinhos e Bairradas,Figueiró dos V",119 900 €,67 m²,"Apartamento para comprar: Figueiró dos Vinhos e Bairradas, Figueiró dos Vinhos, Leiria"
321,"Venda de Apartamento T1 na 1.ª linha de mar, Vila do Conde",189 000 €,"51,50 m²","Apartamento para comprar: Vila do Conde, Porto"
322,Ap. T4 Duplex | Gulpilhares | Praia 500mt | Piscina | Box |Terraços,425 000 €,174 m²,"Apartamento para comprar: Gulpilhares e Valadares, Vila Nova de Gaia, Porto"
323,Apartamento T1+1 no Empreendimento Fernão Magalhães,266 010 €,64 m²,"Apartamento para comprar: Paranhos, Porto"
324,Apartamento T1 na Praia da Barra,225 000 €,48 m²,"Apartamento para comprar: Gafanha da Nazaré, Ílhavo, Aveiro"
325,Apartamento T2 com Lugar de Garagem no Porto,365 000 €,77 m²,"Apartamento para comprar: São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto"
326,Apartamento T2 com Lugares de Estacionamento em Aveiro,320 000 €,77 m²,"Apartamento para comprar: Esgueira, Aveiro"
